Datetime,Open,High,Low,Close,Volume
,AAPL,AAPL,AAPL,AAPL,AAPL
2025-11-14 14:38:00+00:00,270.5299987792969,271.6199951171875,270.5150146484375,271.4800109863281,131621
2025-11-14 14:39:00+00:00,271.448486328125,271.72930908203125,271.1700134277344,271.1700134277344,115350
2025-11-14 14:40:00+00:00,271.1700134277344,271.1724853515625,270.80999755859375,270.94049072265625,87134
2025-11-14 14:41:00+00:00,270.9200134277344,271.5,270.8890075683594,271.4386901855469,99312
2025-11-14 14:42:00+00:00,271.3900146484375,271.7749938964844,271.2699890136719,271.7300109863281,132420
2025-11-14 14:43:00+00:00,271.7300109863281,271.8500061035156,271.0928039550781,271.1300048828125,101361
2025-11-14 14:44:00+00:00,271.1199951171875,271.3558044433594,270.8100891113281,270.8800048828125,104234
2025-11-14 14:45:00+00:00,270.8999938964844,271.07000732421875,270.4800109863281,270.64520263671875,158809
2025-11-14 14:46:00+00:00,270.6700134277344,270.8890075683594,270.4800109863281,270.7200012207031,86182
2025-11-14 14:47:00+00:00,270.69000244140625,271.1199951171875,270.6600036621094,270.9599914550781,123106
2025-11-14 14:48:00+00:00,270.9100036621094,271.1669921875,270.80999755859375,271.1000061035156,86283
2025-11-14 14:49:00+00:00,271.0799865722656,271.385498046875,270.79998779296875,271.385498046875,98494
2025-11-14 14:50:00+00:00,271.3699951171875,271.510009765625,271.239990234375,271.3949890136719,150051
2025-11-14 14:51:00+00:00,271.3999938964844,271.6799011230469,271.3299865722656,271.6000061035156,87851
2025-11-14 14:52:00+00:00,271.5899963378906,271.9100036621094,271.5,271.6700134277344,148352
2025-11-14 14:53:00+00:00,271.70001220703125,272.2860107421875,271.67498779296875,272.25799560546875,147528
2025-11-14 14:54:00+00:00,272.25,272.635009765625,272.17999267578125,272.5801086425781,149441
2025-11-14 14:55:00+00:00,272.55999755859375,272.79998779296875,272.5199890136719,272.6600036621094,174500
2025-11-14 14:56:00+00:00,272.6650085449219,272.7300109863281,272.5249938964844,272.6000061035156,116203
2025-11-14 14:57:00+00:00,272.5799865722656,272.64990234375,272.3500061035156,272.3800048828125,87811
2025-11-14 14:58:00+00:00,272.3673095703125,272.8999938964844,272.3299865722656,272.7850036621094,119270
2025-11-14 14:59:00+00:00,272.79998779296875,273.0816955566406,272.781005859375,273.0,127173
2025-11-14 15:00:00+00:00,273.010009765625,273.20001220703125,272.45001220703125,272.4750061035156,158864
2025-11-14 15:01:00+00:00,272.4949951171875,272.4949951171875,272.1600036621094,272.3599853515625,64062
2025-11-14 15:02:00+00:00,272.3599853515625,272.7300109863281,272.3500061035156,272.5899963378906,76216
2025-11-14 15:03:00+00:00,272.5899963378906,272.6549987792969,272.3699951171875,272.54400634765625,51857
2025-11-14 15:04:00+00:00,272.54998779296875,272.69000244140625,272.3299865722656,272.4049987792969,70598
2025-11-14 15:05:00+00:00,272.4200134277344,272.4718017578125,272.25,272.44000244140625,46874
2025-11-14 15:06:00+00:00,272.4100036621094,272.7149963378906,272.4100036621094,272.7149963378906,93723
2025-11-14 15:07:00+00:00,272.70001220703125,272.94000244140625,272.5950012207031,272.9244079589844,79693
2025-11-14 15:08:00+00:00,272.8800048828125,272.94000244140625,272.75,272.8251953125,47753
2025-11-14 15:09:00+00:00,272.7699890136719,273.2200012207031,272.55999755859375,273.010009765625,151852
2025-11-14 15:10:00+00:00,273.0299987792969,273.0299987792969,272.7099914550781,272.78021240234375,58396
2025-11-14 15:11:00+00:00,272.7900085449219,273.04998779296875,272.57000732421875,272.9200134277344,94454
2025-11-14 15:12:00+00:00,272.94500732421875,273.14300537109375,272.7900085449219,272.8175048828125,80977
2025-11-14 15:13:00+00:00,272.8699951171875,272.9800109863281,272.5400085449219,272.6000061035156,75828
2025-11-14 15:14:00+00:00,272.6000061035156,273.010009765625,272.5,272.9613037109375,58804
2025-11-14 15:15:00+00:00,272.94000244140625,273.19000244140625,272.8900146484375,273.0199890136719,86834
2025-11-14 15:16:00+00:00,273.0299987792969,273.4516906738281,273.0299987792969,273.45001220703125,84811
2025-11-14 15:17:00+00:00,273.4200134277344,273.57000732421875,273.3299865722656,273.3500061035156,90553
2025-11-14 15:18:00+00:00,273.3299865722656,273.4200134277344,273.05169677734375,273.3789978027344,71193
2025-11-14 15:19:00+00:00,273.3699951171875,273.53509521484375,273.29998779296875,273.4200134277344,99944
2025-11-14 15:20:00+00:00,273.3900146484375,273.6299133300781,273.29998779296875,273.57000732421875,64686
2025-11-14 15:21:00+00:00,273.57000732421875,273.7900085449219,273.42999267578125,273.75,67702
2025-11-14 15:22:00+00:00,273.739990234375,273.7749938964844,273.3999938964844,273.5799865722656,95809
2025-11-14 15:23:00+00:00,273.5799865722656,273.6300048828125,272.965087890625,273.1000061035156,75173
2025-11-14 15:24:00+00:00,273.1050109863281,273.2398986816406,273.0299987792969,273.2099914550781,62723
2025-11-14 15:25:00+00:00,273.2049865722656,273.2200012207031,272.92999267578125,272.95001220703125,56148
2025-11-14 15:26:00+00:00,272.9700012207031,273.45001220703125,272.8399963378906,273.40008544921875,80455
2025-11-14 15:27:00+00:00,273.4200134277344,273.8399963378906,273.3999938964844,273.8399963378906,118379
2025-11-14 15:28:00+00:00,273.81500244140625,273.8900146484375,273.5299987792969,273.6099853515625,56259
2025-11-14 15:29:00+00:00,273.614990234375,273.8399963378906,273.5199890136719,273.7591857910156,62484
2025-11-14 15:30:00+00:00,273.7699890136719,273.9082946777344,273.5799865722656,273.5934143066406,72112
2025-11-14 15:31:00+00:00,273.5950012207031,273.7900085449219,273.3789978027344,273.5150146484375,46628
2025-11-14 15:32:00+00:00,273.489990234375,273.6299133300781,273.42498779296875,273.4599914550781,34671
2025-11-14 15:33:00+00:00,273.4501037597656,273.5400085449219,273.25,273.2799987792969,54417
2025-11-14 15:34:00+00:00,273.25,273.3900146484375,273.20001220703125,273.3599853515625,70861
2025-11-14 15:35:00+00:00,273.3550109863281,273.6549987792969,273.32000732421875,273.5400085449219,64606
2025-11-14 15:36:00+00:00,273.5367126464844,273.8299865722656,273.44000244140625,273.69000244140625,45593
2025-11-14 15:37:00+00:00,273.70001220703125,273.9599914550781,273.6968994140625,273.9100036621094,49171
2025-11-14 15:38:00+00:00,273.9150085449219,273.989990234375,273.8349914550781,273.9700012207031,70678
2025-11-14 15:39:00+00:00,273.9700927734375,273.98370361328125,273.79998779296875,273.8399963378906,25654
2025-11-14 15:40:00+00:00,273.8559875488281,273.8900146484375,273.69000244140625,273.8590087890625,39638
2025-11-14 15:41:00+00:00,273.8599853515625,274.0199890136719,273.739990234375,274.010009765625,83776
2025-11-14 15:42:00+00:00,274.0,274.1492004394531,273.9516906738281,274.0400085449219,81680
2025-11-14 15:43:00+00:00,274.0199890136719,274.1300048828125,273.9200134277344,274.0199890136719,56981
2025-11-14 15:44:00+00:00,274.0199890136719,274.1499938964844,273.9801025390625,274.1099853515625,50864
2025-11-14 15:45:00+00:00,274.1000061035156,274.3500061035156,273.9700012207031,274.3099060058594,122513
2025-11-14 15:46:00+00:00,274.30999755859375,274.3399963378906,274.1300048828125,274.2843933105469,70095
2025-11-14 15:47:00+00:00,274.2900085449219,274.3900146484375,274.2200012207031,274.3500061035156,82348
2025-11-14 15:48:00+00:00,274.3500061035156,274.45989990234375,274.0799865722656,274.22100830078125,99230
2025-11-14 15:49:00+00:00,274.25,274.3858947753906,274.2250061035156,274.30450439453125,72955
2025-11-14 15:50:00+00:00,274.3299865722656,274.3900146484375,274.04998779296875,274.2257080078125,65460
2025-11-14 15:51:00+00:00,274.20001220703125,274.4700012207031,274.1300048828125,274.3949890136719,56447
2025-11-14 15:52:00+00:00,274.3599853515625,274.3599853515625,274.1199951171875,274.17498779296875,50188
2025-11-14 15:53:00+00:00,274.18499755859375,274.510009765625,274.18499755859375,274.3299865722656,112410
2025-11-14 15:54:00+00:00,274.3233947753906,274.5299987792969,274.260009765625,274.30999755859375,55137
2025-11-14 15:55:00+00:00,274.2904968261719,274.3999938964844,274.17999267578125,274.17999267578125,41003
2025-11-14 15:56:00+00:00,274.18499755859375,274.2200012207031,274.0899963378906,274.1091003417969,54552
2025-11-14 15:57:00+00:00,274.1000061035156,274.27508544921875,274.0799865722656,274.17999267578125,35363
2025-11-14 15:58:00+00:00,274.1700134277344,274.1700134277344,274.04998779296875,274.05999755859375,44397
2025-11-14 15:59:00+00:00,274.07000732421875,274.2799987792969,274.010009765625,274.2455139160156,51672
2025-11-14 16:00:00+00:00,274.2590026855469,274.3599853515625,274.19000244140625,274.2297058105469,50224
2025-11-14 16:01:00+00:00,274.19000244140625,274.2695007324219,274.05999755859375,274.2349853515625,40065
2025-11-14 16:02:00+00:00,274.2349853515625,274.2596130371094,274.0000915527344,274.0201110839844,31614
2025-11-14 16:03:00+00:00,274.0400085449219,274.139892578125,274.0,274.0400085449219,43664
2025-11-14 16:04:00+00:00,274.0400085449219,274.0899963378906,273.86639404296875,273.9649963378906,50038
2025-11-14 16:05:00+00:00,273.95001220703125,273.9649963378906,273.7099914550781,273.81500244140625,63083
2025-11-14 16:06:00+00:00,273.78851318359375,273.78851318359375,273.5273132324219,273.6099853515625,44716
2025-11-14 16:07:00+00:00,273.5899963378906,273.94000244140625,273.5799865722656,273.9100036621094,51152
2025-11-14 16:08:00+00:00,273.92999267578125,273.92999267578125,273.7348937988281,273.7900085449219,43377
2025-11-14 16:09:00+00:00,273.7900085449219,274.04998779296875,273.7200012207031,274.0199890136719,118885
2025-11-14 16:10:00+00:00,274.0050048828125,274.05499267578125,273.92999267578125,273.94000244140625,48745
2025-11-14 16:11:00+00:00,273.94000244140625,273.9800109863281,273.87750244140625,273.9700012207031,37028
2025-11-14 16:12:00+00:00,273.9700012207031,273.9800109863281,273.8699951171875,273.94000244140625,42989
2025-11-14 16:13:00+00:00,273.95001220703125,274.1400146484375,273.8900146484375,274.0450134277344,61387
2025-11-14 16:14:00+00:00,274.0591125488281,274.0591125488281,273.8299865722656,273.8399963378906,34192
2025-11-14 16:15:00+00:00,273.8399963378906,273.95001220703125,273.8399963378906,273.9200134277344,35982
2025-11-14 16:16:00+00:00,273.9184875488281,273.95001220703125,273.7200012207031,273.739990234375,49078
2025-11-14 16:17:00+00:00,273.760009765625,273.93780517578125,273.7200012207031,273.88751220703125,28626
2025-11-14 16:18:00+00:00,273.8800048828125,274.1199951171875,273.8500061035156,274.010009765625,59576
2025-11-14 16:19:00+00:00,274.0,274.2300109863281,273.9599914550781,274.20001220703125,61270
2025-11-14 16:20:00+00:00,274.17999267578125,274.23748779296875,273.989990234375,274.0199890136719,43943
2025-11-14 16:21:00+00:00,274.0299987792969,274.1400146484375,274.0014953613281,274.1044006347656,36698
2025-11-14 16:22:00+00:00,274.1099853515625,274.1700134277344,274.0299987792969,274.1600036621094,69552
2025-11-14 16:23:00+00:00,274.17999267578125,274.489990234375,274.17999267578125,274.4849853515625,153630
2025-11-14 16:24:00+00:00,274.489990234375,274.5450134277344,274.42999267578125,274.4700012207031,106014
2025-11-14 16:25:00+00:00,274.4800109863281,274.489990234375,274.30999755859375,274.30999755859375,70041
2025-11-14 16:26:00+00:00,274.3299865722656,274.3900146484375,274.260009765625,274.35150146484375,48918
2025-11-14 16:27:00+00:00,274.36749267578125,274.6400146484375,274.3500061035156,274.55499267578125,80697
2025-11-14 16:28:00+00:00,274.52740478515625,274.5950012207031,274.3999938964844,274.5505065917969,55607
2025-11-14 16:29:00+00:00,274.54998779296875,274.6499938964844,274.4599914550781,274.6499938964844,48012
2025-11-14 16:30:00+00:00,274.6449890136719,274.6499938964844,274.3800964355469,274.4200134277344,42285
2025-11-14 16:31:00+00:00,274.4200134277344,274.5299987792969,274.3399963378906,274.4100036621094,72249
2025-11-14 16:32:00+00:00,274.3807067871094,274.5199890136719,274.05999755859375,274.0849914550781,77196
2025-11-14 16:33:00+00:00,274.0849914550781,274.0899963378906,273.7699890136719,273.7900085449219,149592
2025-11-14 16:34:00+00:00,273.8299865722656,273.8299865722656,273.67999267578125,273.760009765625,98801
2025-11-14 16:35:00+00:00,273.7699890136719,273.8699951171875,273.6199951171875,273.6499938964844,121584
2025-11-14 16:36:00+00:00,273.6499938964844,273.7701110839844,273.54998779296875,273.7049865722656,162170
2025-11-14 16:37:00+00:00,273.7049865722656,273.8299865722656,273.7049865722656,273.7850036621094,78369
2025-11-14 16:38:00+00:00,273.7900085449219,273.9599914550781,273.7900085449219,273.8800048828125,85390
2025-11-14 16:39:00+00:00,273.8599853515625,273.989990234375,273.7300109863281,273.989990234375,46531
2025-11-14 16:40:00+00:00,274.02978515625,274.2799987792969,273.9800109863281,274.20001220703125,38982
2025-11-14 16:41:00+00:00,274.17999267578125,274.2900085449219,274.1700134277344,274.2099914550781,34971
2025-11-14 16:42:00+00:00,274.2001037597656,274.25,274.0,274.1400146484375,53062
2025-11-14 16:43:00+00:00,274.1400146484375,274.27789306640625,274.010009765625,274.2650146484375,57317
2025-11-14 16:44:00+00:00,274.25,274.25,274.0899963378906,274.2300109863281,29059
2025-11-14 16:45:00+00:00,274.2099914550781,274.2550048828125,274.0400085449219,274.2300109863281,37320
2025-11-14 16:46:00+00:00,274.25,274.25421142578125,274.0400085449219,274.0400085449219,45627
2025-11-14 16:47:00+00:00,274.0799865722656,274.1000061035156,273.9200134277344,273.9703063964844,33911
2025-11-14 16:48:00+00:00,273.9800109863281,274.1199951171875,273.9100036621094,274.05999755859375,39570
2025-11-14 16:49:00+00:00,274.0299987792969,274.1400146484375,273.94000244140625,274.135009765625,19715
2025-11-14 16:50:00+00:00,274.135009765625,274.3822021484375,274.135009765625,274.3699951171875,69495
2025-11-14 16:51:00+00:00,274.3599853515625,274.489990234375,274.2799987792969,274.4753112792969,82803
2025-11-14 16:52:00+00:00,274.4501037597656,274.4800109863281,274.3500061035156,274.4150085449219,35059
2025-11-14 16:53:00+00:00,274.4049987792969,274.5400085449219,274.3500061035156,274.489990234375,32391
2025-11-14 16:54:00+00:00,274.4800109863281,274.54998779296875,274.4472961425781,274.4750061035156,36250
2025-11-14 16:55:00+00:00,274.4800109863281,274.54998779296875,274.42999267578125,274.489990234375,32444
2025-11-14 16:56:00+00:00,274.4849853515625,274.7073059082031,274.4800109863281,274.7073059082031,410257
2025-11-14 16:57:00+00:00,274.67999267578125,274.67999267578125,274.5799865722656,274.5899963378906,34466
2025-11-14 16:58:00+00:00,274.57000732421875,274.7699890136719,274.4599914550781,274.69000244140625,80821
2025-11-14 16:59:00+00:00,274.67999267578125,274.94989013671875,274.67999267578125,274.8299865722656,65105
2025-11-14 17:00:00+00:00,274.79998779296875,274.8299865722656,274.55999755859375,274.6499938964844,50109
2025-11-14 17:01:00+00:00,274.67498779296875,274.7663879394531,274.6600036621094,274.70001220703125,29313
2025-11-14 17:02:00+00:00,274.6600036621094,274.739990234375,274.6099853515625,274.7073974609375,33135
2025-11-14 17:03:00+00:00,274.69000244140625,274.8599853515625,274.6400146484375,274.79998779296875,42443
2025-11-14 17:04:00+00:00,274.8110046386719,274.81561279296875,274.6099853515625,274.6575012207031,53668
2025-11-14 17:05:00+00:00,274.6199951171875,274.8450012207031,274.5799865722656,274.8450012207031,48474
2025-11-14 17:06:00+00:00,274.8399963378906,275.0450134277344,274.8399963378906,275.0,118939
2025-11-14 17:07:00+00:00,274.989990234375,274.9909973144531,274.70001220703125,274.760009765625,38477
2025-11-14 17:08:00+00:00,274.7900085449219,275.04998779296875,274.7900085449219,275.027587890625,38558
2025-11-14 17:09:00+00:00,275.0299987792969,275.0899963378906,274.9200134277344,275.0199890136719,60744
2025-11-14 17:10:00+00:00,275.0400085449219,275.3399963378906,275.010009765625,275.31500244140625,81017
2025-11-14 17:11:00+00:00,275.29998779296875,275.53759765625,275.29010009765625,275.53759765625,87386
2025-11-14 17:12:00+00:00,275.5199890136719,275.6619873046875,275.5,275.6199951171875,151810
2025-11-14 17:13:00+00:00,275.6199951171875,275.6400146484375,275.5356140136719,275.6050109863281,68300
2025-11-14 17:14:00+00:00,275.6050109863281,275.6499938964844,275.5,275.64990234375,109060
2025-11-14 17:15:00+00:00,275.6300048828125,275.70001220703125,275.5400085449219,275.6400146484375,68477
2025-11-14 17:16:00+00:00,275.6499938964844,275.80999755859375,275.6000061035156,275.7799987792969,64668
2025-11-14 17:17:00+00:00,275.760009765625,275.9200134277344,275.7099914550781,275.8399963378906,65755
2025-11-14 17:18:00+00:00,275.8299865722656,275.8349914550781,275.590087890625,275.7049865722656,51597
2025-11-14 17:19:00+00:00,275.7049865722656,275.79998779296875,275.6700134277344,275.75,63212
2025-11-14 17:20:00+00:00,275.75,275.80950927734375,275.69000244140625,275.7799987792969,47683
2025-11-14 17:21:00+00:00,275.7699890136719,275.79998779296875,275.5899963378906,275.6199951171875,58916
2025-11-14 17:22:00+00:00,275.6000061035156,275.8800048828125,275.510009765625,275.8500061035156,50120
